Name,Type,Species,Height,Weight (KG),Abilities,Base Exp.,Growth Rate,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total
Bibarel,Normal Water,Beaver Pokémon,1,31.5,1. Simple2. UnawareMoody (hidden ability),144,Medium Fast,79,85,60,55,60,71,331
Kricketot,Bug,Cricket Pokémon,0.3,2.2,1. Shed SkinRun Away (hidden ability),39,Medium Slow,37,25,41,25,41,25,157
Kricketune,Bug,Cricket Pokémon,1,25.5,1. SwarmTechnician (hidden ability),134,Medium Slow,77,85,51,55,51,65,307
Shinx,Electric,Flash Pokémon,0.5,9.5,1. Rivalry2. IntimidateGuts (hidden ability),53,Medium Slow,45,65,34,40,34,45,218
Luxio,Electric,Spark Pokémon,0.9,30.5,1. Rivalry2. IntimidateGuts (hidden ability),127,Medium Slow,60,85,49,60,49,60,303
Luxray,Electric,Gleam Eyes Pokémon,1.4,42,1. Rivalry2. IntimidateGuts (hidden ability),262,Medium Slow,80,120,79,95,79,70,443
Budew,Grass Poison,Bud Pokémon,0.2,1.2,1. Natural Cure2. Poison PointLeaf Guard (hidden ability),56,Medium Slow,40,30,35,50,70,55,240
Roserade,Grass Poison,Bouquet Pokémon,0.9,14.5,1. Natural Cure2. Poison PointTechnician (hidden ability),232,Medium Slow,60,70,65,125,105,90,455
Cranidos,Rock,Head Butt Pokémon,0.9,31.5,1. Mold BreakerSheer Force (hidden ability),70,Erratic,67,125,40,30,30,58,283
Rampardos,Rock,Head Butt Pokémon,1.6,102.5,1. Mold BreakerSheer Force (hidden ability),173,Erratic,97,165,60,65,50,58,398
Shieldon,Rock Steel,Shield Pokémon,0.5,57,1. SturdySoundproof (hidden ability),70,Erratic,30,42,118,42,88,30,320
Bastiodon,Rock Steel,Shield Pokémon,1.3,149.5,1. SturdySoundproof (hidden ability),173,Erratic,60,52,168,47,138,30,435
Burmy,Bug,Bagworm Pokémon,0.2,3.4,Shed Skin Overcoat,45,Medium Fast,40,29,45,29,45,36,184
Wormadam,Bug Steel,Bagworm Pokémon,0.5,6.5,Anticipation Overcoat,148,Medium Fast,60,69,95,69,95,36,364
Mothim,Bug Flying,Moth Pokémon,0.9,23.3,1. SwarmTinted Lens (hidden ability),148,Medium Fast,70,94,50,94,50,66,354
Combee,Bug Flying,Tiny Bee Pokémon,0.3,5.5,1. Honey GatherHustle (hidden ability),49,Medium Slow,30,30,42,30,42,70,214
Vespiquen,Bug Flying,Beehive Pokémon,1.2,38.5,1. PressureUnnerve (hidden ability),166,Medium Slow,70,80,102,80,102,40,404
Pachirisu,Electric,EleSquirrel Pokémon,0.4,3.9,1. Run Away2. PickupVolt Absorb (hidden ability),142,Medium Fast,60,45,70,45,90,95,345
Buizel,Water,Sea Weasel Pokémon,0.7,29.5,1. Swift SwimWater Veil (hidden ability),66,Medium Fast,55,65,35,60,30,85,275
Floatzel,Water,Sea Weasel Pokémon,1.1,33.5,1. Swift SwimWater Veil (hidden ability),173,Medium Fast,85,105,55,85,50,115,410
Cherubi,Grass,Cherry Pokémon,0.4,3.3,1. Chlorophyll,55,Medium Fast,45,35,45,62,53,35,230
Cherrim,Grass,Blossom Pokémon,0.5,9.3,1. Flower Gift,158,Medium Fast,70,60,70,87,78,85,380
Shellos,Water,Sea Slug Pokémon,0.3,6.3,1. Sticky Hold2. Storm DrainSand Force (hidden ability),65,Medium Fast,76,48,48,57,62,34,249
Gastrodon,Water Ground,Sea Slug Pokémon,0.9,29.9,1. Sticky Hold2. Storm DrainSand Force (hidden ability),166,Medium Fast,111,83,68,92,82,39,364
Ambipom,Normal,Long Tail Pokémon,1.2,20.3,1. Technician2. PickupSkill Link (hidden ability),169,Fast,75,100,66,60,66,115,407
Drifloon,Ghost Flying,Balloon Pokémon,0.4,1.2,1. Aftermath2. UnburdenFlare Boost (hidden ability),70,Fluctuating,90,50,34,60,44,70,258
Drifblim,Ghost Flying,Blimp Pokémon,1.2,15,1. Aftermath2. UnburdenFlare Boost (hidden ability),174,Fluctuating,150,80,44,90,54,80,348
Buneary,Normal,Rabbit Pokémon,0.4,5.5,1. Run Away2. KlutzLimber (hidden ability),70,Medium Fast,55,66,44,44,56,85,295
Lopunny,Normal Fighting,Rabbit Pokémon,1.3,28.3,Scrappy,203,Medium Fast,65,136,94,54,96,135,515
Mismagius,Ghost,Magical Pokémon,0.9,4.4,1. Levitate,173,Fast,60,60,60,105,105,105,435
Honchkrow,Dark Flying,Big Boss Pokémon,0.9,27.3,1. Insomnia2. Super LuckMoxie (hidden ability),177,Medium Slow,100,125,52,105,52,71,405
Glameow,Normal,Catty Pokémon,0.5,3.9,1. Limber2. Own TempoKeen Eye (hidden ability),62,Fast,49,55,42,42,37,85,261
Purugly,Normal,Tiger Cat Pokémon,1,43.8,1. Thick Fat2. Own TempoDefiant (hidden ability),158,Fast,71,82,64,64,59,112,381
Chingling,Psychic,Bell Pokémon,0.2,0.6,1. Levitate,57,Fast,45,30,50,65,50,45,240
Stunky,Poison Dark,Skunk Pokémon,0.4,19.2,1. Stench2. AftermathKeen Eye (hidden ability),66,Medium Fast,63,63,47,41,41,74,266
Skuntank,Poison Dark,Skunk Pokémon,1,38,1. Stench2. AftermathKeen Eye (hidden ability),168,Medium Fast,103,93,67,71,61,84,376
Bronzor,Steel Psychic,Bronze Pokémon,0.5,60.5,1. Levitate2. HeatproofHeavy Metal (hidden ability),60,Medium Fast,57,24,86,24,86,23,243
Bronzong,Steel Psychic,Bronze Bell Pokémon,1.3,187,1. Levitate2. HeatproofHeavy Metal (hidden ability),175,Medium Fast,67,89,116,79,116,33,433
Bonsly,Rock,Bonsai Pokémon,0.5,15,1. Sturdy2. Rock HeadRattled (hidden ability),58,Medium Fast,50,80,95,10,45,10,240
Happiny,Normal,Playhouse Pokémon,0.6,24.4,1. Natural Cure2. Serene GraceFriend Guard (hidden ability),110,Fast,100,5,5,15,65,30,120
Chatot,Normal Flying,Music Note Pokémon,0.5,1.9,1. Keen Eye2. Tangled FeetBig Pecks (hidden ability),144,Medium Slow,76,65,45,92,42,91,335
Spiritomb,Ghost Dark,Forbidden Pokémon,1,108,1. PressureInfiltrator (hidden ability),170,Medium Fast,50,92,108,92,108,35,435
Gible,Dragon Ground,Land Shark Pokémon,0.7,20.5,1. Sand VeilRough Skin (hidden ability),60,Slow,58,70,45,40,45,42,242
Gabite,Dragon Ground,Cave Pokémon,1.4,56,1. Sand VeilRough Skin (hidden ability),144,Slow,68,90,65,50,55,82,342
Garchomp,Dragon Ground,Mach Pokémon,1.9,95,Sand Force,315,Slow,108,170,115,120,95,92,592
Munchlax,Normal,Big Eater Pokémon,0.6,105,1. Pickup2. Thick FatGluttony (hidden ability),78,Slow,135,85,40,40,85,5,255
Riolu,Fighting,Emanation Pokémon,0.7,20.2,1. Steadfast2. Inner FocusPrankster (hidden ability),57,Medium Slow,40,70,40,35,40,60,245
Lucario,Fighting Steel,Aura Pokémon,1.3,57.5,Adaptability,219,Medium Slow,70,145,88,140,70,112,555
Hippopotas,Ground,Hippo Pokémon,0.8,49.5,1. Sand StreamSand Force (hidden ability),66,Slow,68,72,78,38,42,32,262
Hippowdon,Ground,Heavyweight Pokémon,2,300,1. Sand StreamSand Force (hidden ability),184,Slow,108,112,118,68,72,47,417
Skorupi,Poison Bug,Scorpion Pokémon,0.8,12,1. Battle Armor2. SniperKeen Eye (hidden ability),66,Slow,40,50,90,30,55,65,290
Drapion,Poison Dark,Ogre Scorp Pokémon,1.3,61.5,1. Battle Armor2. SniperKeen Eye (hidden ability),175,Slow,70,90,110,60,75,95,430
Croagunk,Poison Fighting,Toxic Mouth Pokémon,0.7,23,1. Anticipation2. Dry SkinPoison Touch (hidden ability),60,Medium Fast,48,61,40,61,40,50,252
Toxicroak,Poison Fighting,Toxic Mouth Pokémon,1.3,44.4,1. Anticipation2. Dry SkinPoison Touch (hidden ability),172,Medium Fast,83,106,65,86,65,85,407
Carnivine,Grass,Bug Catcher Pokémon,1.4,27,1. Levitate,159,Slow,74,100,72,90,72,46,380
Finneon,Water,Wing Fish Pokémon,0.4,7,1. Swift Swim2. Storm DrainWater Veil (hidden ability),66,Erratic,49,49,56,49,61,66,281
Lumineon,Water,Neon Pokémon,1.2,24,1. Swift Swim2. Storm DrainWater Veil (hidden ability),161,Erratic,69,69,76,69,86,91,391
Mantyke,Water Flying,Kite Pokémon,1,65,1. Swift Swim2. Water AbsorbWater Veil (hidden ability),69,Slow,45,20,50,60,120,50,300
Snover,Grass Ice,Frost Tree Pokémon,1,50.5,1. Snow WarningSoundproof (hidden ability),67,Slow,60,62,50,62,60,40,274
Abomasnow,Grass Ice,Frost Tree Pokémon,2.7,185,Snow Warning,208,Slow,90,132,105,132,105,30,504
Weavile,Dark Ice,Sharp Claw Pokémon,1.1,34,1. PressurePickpocket (hidden ability),179,Medium Slow,70,120,65,45,85,125,440
Magnezone,Electric Steel,Magnet Area Pokémon,1.2,180,1. Magnet Pull2. SturdyAnalytic (hidden ability),268,Medium Fast,70,70,115,130,90,60,465
Lickilicky,Normal,Licking Pokémon,1.7,140,1. Own Tempo2. ObliviousCloud Nine (hidden ability),180,Medium Fast,110,85,95,80,95,50,405
Rhyperior,Ground Rock,Drill Pokémon,2.4,282.8,1. Lightning Rod2. Solid RockReckless (hidden ability),241,Slow,115,140,130,55,55,40,420
Tangrowth,Grass,Vine Pokémon,2,128.6,1. Chlorophyll2. Leaf GuardRegenerator (hidden ability),187,Medium Fast,100,100,125,110,50,50,435
Electivire,Electric,Thunderbolt Pokémon,1.8,138.6,1. Motor DriveVital Spirit (hidden ability),243,Medium Fast,75,123,67,95,85,95,465
Magmortar,Fire,Blast Pokémon,1.6,68,1. Flame BodyVital Spirit (hidden ability),243,Medium Fast,75,95,67,125,95,83,465
Togekiss,Fairy Flying,Jubilee Pokémon,1.5,38,1. Hustle2. Serene GraceSuper Luck (hidden ability),245,Fast,85,50,95,120,115,80,460
Yanmega,Bug Flying,Ogre Darner Pokémon,1.9,51.5,1. Speed Boost2. Tinted LensFrisk (hidden ability),180,Medium Fast,86,76,86,116,56,95,429
Leafeon,Grass,Verdant Pokémon,1,25.5,1. Leaf GuardChlorophyll (hidden ability),184,Medium Fast,65,110,130,60,65,95,460
Glaceon,Ice,Fresh Snow Pokémon,0.8,25.9,1. Snow CloakIce Body (hidden ability),184,Medium Fast,65,60,110,130,95,65,460
Gliscor,Ground Flying,Fang Scorp Pokémon,2,42.5,1. Hyper Cutter2. Sand VeilPoison Heal (hidden ability),179,Medium Slow,75,95,125,45,75,95,435
Mamoswine,Ice Ground,Twin Tusk Pokémon,2.5,291,1. Oblivious2. Snow CloakThick Fat (hidden ability),239,Slow,110,130,80,70,60,80,420
Porygon-Z,Normal,Virtual Pokémon,0.9,34,1. Adaptability2. DownloadAnalytic (hidden ability),241,Medium Fast,85,80,70,135,75,90,450
Gallade,Psychic Fighting,Blade Pokémon,1.6,56.4,Inner Focus,278,Slow,68,165,95,65,115,110,550
Probopass,Rock Steel,Compass Pokémon,1.4,340,1. Sturdy2. Magnet PullSand Force (hidden ability),184,Medium Fast,60,55,145,75,150,40,465
Dusknoir,Ghost,Gripper Pokémon,2.2,106.6,1. PressureFrisk (hidden ability),236,Fast,45,100,135,65,135,45,480
Froslass,Ice Ghost,Snow Land Pokémon,1.3,26.6,1. Snow CloakCursed Body (hidden ability),168,Medium Fast,70,80,70,80,70,110,410
Rotom,Electric Grass,Plasma Pokémon,0.3,0.3,Levitate,182,Medium Fast,50,65,107,105,107,86,470
Uxie,Psychic,Knowledge Pokémon,0.3,0.3,1. Levitate,290,Slow,75,75,130,75,130,95,505
Mesprit,Psychic,Emotion Pokémon,0.3,0.3,1. Levitate,290,Slow,80,105,105,105,105,80,500
Azelf,Psychic,Willpower Pokémon,0.3,0.3,1. Levitate,290,Slow,75,125,70,125,70,115,505
Dialga,Steel Dragon,Temporal Pokémon,7,850,Pressure Telepathy,340,Slow,100,100,120,150,120,90,580
Palkia,Water Dragon,Spatial Pokémon,6.3,660,Pressure Telepathy,340,Slow,90,100,100,150,120,120,590
Heatran,Fire Steel,Lava Dome Pokémon,1.7,430,1. Flash FireFlame Body (hidden ability),300,Slow,91,90,106,130,106,77,509
Regigigas,Normal,Colossal Pokémon,3.7,420,1. Slow Start,302,Slow,110,160,110,80,110,100,560
Giratina,Ghost Dragon,Renegade Pokémon,6.9,650,Levitate,340,Slow,150,120,100,120,100,90,530
Cresselia,Psychic,Lunar Pokémon,1.5,85.6,1. Levitate,290,Slow,120,70,110,75,120,85,460
Phione,Water,Sea Drifter Pokémon,0.4,3.1,1. Hydration,216,Slow,80,80,80,80,80,80,400
Manaphy,Water,Seafaring Pokémon,0.3,1.4,1. Hydration,270,Slow,100,100,100,100,100,100,500
Darkrai,Dark,Pitch-Black Pokémon,1.5,50.5,1. Bad Dreams,270,Slow,70,90,90,135,90,125,530
Shaymin,Grass Flying,Gratitude Pokémon,0.4,5.2,Serene Grace,270,Medium Slow,100,103,75,120,75,127,500
Arceus,Normal,Alpha Pokémon,3.2,320,1. Multitype,360,Slow,120,120,120,120,120,120,600
Victini,Psychic Fire,Victory Pokémon,0.4,4,1. Victory Star,270,Slow,100,100,100,100,100,100,500
Snivy,Grass,Grass Snake Pokémon,0.6,8.1,1. OvergrowContrary (hidden ability),62,Medium Slow,45,45,55,45,55,63,263
Servine,Grass,Grass Snake Pokémon,0.8,16,1. OvergrowContrary (hidden ability),145,Medium Slow,60,60,75,60,75,83,353
Serperior,Grass,Regal Pokémon,3.3,63,1. OvergrowContrary (hidden ability),238,Medium Slow,75,75,95,75,95,113,453
Tepig,Fire,Fire Pig Pokémon,0.5,9.9,1. BlazeThick Fat (hidden ability),62,Medium Slow,65,63,45,45,45,45,243
Pignite,Fire Fighting,Fire Pig Pokémon,1,55.5,1. BlazeThick Fat (hidden ability),146,Medium Slow,90,93,55,70,55,55,328
Emboar,Fire Fighting,Mega Fire Pig Pokémon,1.6,150,1. BlazeReckless (hidden ability),238,Medium Slow,110,123,65,100,65,65,418
Oshawott,Water,Sea Otter Pokémon,0.5,5.9,1. TorrentShell Armor (hidden ability),62,Medium Slow,55,55,45,63,45,45,253
Dewott,Water,Discipline Pokémon,0.8,24.5,1. TorrentShell Armor (hidden ability),145,Medium Slow,75,75,60,83,60,60,338
Samurott,Water Dark,Formidable Pokémon,1.5,58.2,Torrent Sharpness,264,Medium Slow,90,108,80,100,65,85,438
Patrat,Normal,Scout Pokémon,0.5,11.6,1. Run Away2. Keen EyeAnalytic (hidden ability),51,Medium Fast,45,55,39,35,39,42,210
Watchog,Normal,Lookout Pokémon,1.1,27,1. Illuminate2. Keen EyeAnalytic (hidden ability),147,Medium Fast,60,85,69,60,69,77,360
Lillipup,Normal,Puppy Pokémon,0.4,4.1,1. Vital Spirit2. PickupRun Away (hidden ability),55,Medium Slow,45,60,45,25,45,55,230
Herdier,Normal,Loyal Dog Pokémon,0.9,14.7,1. Intimidate2. Sand RushScrappy (hidden ability),130,Medium Slow,65,80,65,35,65,60,305
Stoutland,Normal,Big-Hearted Pokémon,1.2,61,1. Intimidate2. Sand RushScrappy (hidden ability),225,Medium Slow,85,110,90,45,90,80,415
Purrloin,Dark,Devious Pokémon,0.4,10.1,1. Limber2. UnburdenPrankster (hidden ability),56,Medium Fast,41,50,37,50,37,66,240
Liepard,Dark,Cruel Pokémon,1.1,37.5,1. Limber2. UnburdenPrankster (hidden ability),156,Medium Fast,64,88,50,88,50,106,382
Pansage,Grass,Grass Monkey Pokémon,0.6,10.5,1. GluttonyOvergrow (hidden ability),63,Medium Fast,50,53,48,53,48,64,266
Simisage,Grass,Thorn Monkey Pokémon,1.1,30.5,1. GluttonyOvergrow (hidden ability),174,Medium Fast,75,98,63,98,63,101,423
Pansear,Fire,High Temp Pokémon,0.6,11,1. GluttonyBlaze (hidden ability),63,Medium Fast,50,53,48,53,48,64,266
Simisear,Fire,Ember Pokémon,1,28,1. GluttonyBlaze (hidden ability),174,Medium Fast,75,98,63,98,63,101,423
Panpour,Water,Spray Pokémon,0.6,13.5,1. GluttonyTorrent (hidden ability),63,Medium Fast,50,53,48,53,48,64,266
Simipour,Water,Geyser Pokémon,1,29,1. GluttonyTorrent (hidden ability),174,Medium Fast,75,98,63,98,63,101,423
Munna,Psychic,Dream Eater Pokémon,0.6,23.3,1. Forewarn2. SynchronizeTelepathy (hidden ability),58,Fast,76,25,45,67,55,24,216
Musharna,Psychic,Drowsing Pokémon,1.1,60.5,1. Forewarn2. SynchronizeTelepathy (hidden ability),170,Fast,116,55,85,107,95,29,371
Pidove,Normal Flying,Tiny Pigeon Pokémon,0.3,2.1,1. Big Pecks2. Super LuckRivalry (hidden ability),53,Medium Slow,50,55,50,36,30,43,214
Tranquill,Normal Flying,Wild Pigeon Pokémon,0.6,15,1. Big Pecks2. Super LuckRivalry (hidden ability),125,Medium Slow,62,77,62,50,42,65,296
Unfezant,Normal Flying,Proud Pokémon,1.2,29,1. Big Pecks2. Super LuckRivalry (hidden ability),220,Medium Slow,80,115,80,65,55,93,408
Blitzle,Electric,Electrified Pokémon,0.8,29.8,1. Lightning Rod2. Motor DriveSap Sipper (hidden ability),59,Medium Fast,45,60,32,50,32,76,250
Zebstrika,Electric,Thunderbolt Pokémon,1.6,79.5,1. Lightning Rod2. Motor DriveSap Sipper (hidden ability),174,Medium Fast,75,100,63,80,63,116,422
Roggenrola,Rock,Mantle Pokémon,0.4,18,1. Sturdy2. Weak ArmorSand Force (hidden ability),56,Medium Slow,55,75,85,25,25,15,225
Boldore,Rock,Ore Pokémon,0.9,102,1. Sturdy2. Weak ArmorSand Force (hidden ability),137,Medium Slow,70,105,105,50,40,20,320
Gigalith,Rock,Compressed Pokémon,1.7,260,1. Sturdy2. Sand StreamSand Force (hidden ability),232,Medium Slow,85,135,130,60,80,25,430
Woobat,Psychic Flying,Bat Pokémon,0.4,2.1,1. Unaware2. KlutzSimple (hidden ability),65,Medium Fast,65,45,43,55,43,72,258
Swoobat,Psychic Flying,Courting Pokémon,0.9,10.5,1. Unaware2. KlutzSimple (hidden ability),149,Medium Fast,67,57,55,77,55,114,358
Drilbur,Ground,Mole Pokémon,0.3,8.5,1. Sand Rush2. Sand ForceMold Breaker (hidden ability),66,Medium Fast,60,85,40,30,45,68,268
Excadrill,Ground Steel,Subterrene Pokémon,0.7,40.4,1. Sand Rush2. Sand ForceMold Breaker (hidden ability),178,Medium Fast,110,135,60,50,65,88,398
Audino,Normal Fairy,Hearing Pokémon,1.5,32,Healer,425,Fast,103,60,126,80,126,50,442
Timburr,Fighting,Muscular Pokémon,0.6,12.5,1. Guts2. Sheer ForceIron Fist (hidden ability),61,Medium Slow,75,80,55,25,35,35,230
Gurdurr,Fighting,Muscular Pokémon,1.2,40,1. Guts2. Sheer ForceIron Fist (hidden ability),142,Medium Slow,85,105,85,40,50,40,320
Conkeldurr,Fighting,Muscular Pokémon,1.4,87,1. Guts2. Sheer ForceIron Fist (hidden ability),227,Medium Slow,105,140,95,55,65,45,400
Tympole,Water,Tadpole Pokémon,0.5,4.5,1. Swift Swim2. HydrationWater Absorb (hidden ability),59,Medium Slow,50,50,40,50,40,64,244
Palpitoad,Water Ground,Vibration Pokémon,0.8,17,1. Swift Swim2. HydrationWater Absorb (hidden ability),134,Medium Slow,75,65,55,65,55,69,309
Seismitoad,Water Ground,Vibration Pokémon,1.5,62,1. Swift Swim2. Poison TouchWater Absorb (hidden ability),229,Medium Slow,105,95,75,85,75,74,404
Throh,Fighting,Judo Pokémon,1.3,55.5,1. Guts2. Inner FocusMold Breaker (hidden ability),163,Medium Fast,120,100,85,30,85,45,345
Sawk,Fighting,Karate Pokémon,1.4,51,1. Sturdy2. Inner FocusMold Breaker (hidden ability),163,Medium Fast,75,125,75,30,75,85,390
Sewaddle,Bug Grass,Sewing Pokémon,0.3,2.5,1. Swarm2. ChlorophyllOvercoat (hidden ability),62,Medium Slow,45,53,70,40,60,42,265
Swadloon,Bug Grass,Leaf-Wrapped Pokémon,0.5,7.3,1. Leaf Guard2. ChlorophyllOvercoat (hidden ability),133,Medium Slow,55,63,90,50,80,42,325
Leavanny,Bug Grass,Nurturing Pokémon,1.2,20.5,1. Swarm2. ChlorophyllOvercoat (hidden ability),225,Medium Slow,75,103,80,70,80,92,425
Venipede,Bug Poison,Centipede Pokémon,0.4,5.3,1. Poison Point2. SwarmSpeed Boost (hidden ability),52,Medium Slow,30,45,59,30,39,57,230
Whirlipede,Bug Poison,Curlipede Pokémon,1.2,58.5,1. Poison Point2. SwarmSpeed Boost (hidden ability),126,Medium Slow,40,55,99,40,79,47,320
Scolipede,Bug Poison,Megapede Pokémon,2.5,200.5,1. Poison Point2. SwarmSpeed Boost (hidden ability),218,Medium Slow,60,100,89,55,69,112,425
Cottonee,Grass Fairy,Cotton Puff Pokémon,0.3,0.6,1. Prankster2. InfiltratorChlorophyll (hidden ability),56,Medium Fast,40,27,60,37,50,66,240
Whimsicott,Grass Fairy,Windveiled Pokémon,0.7,6.6,1. Prankster2. InfiltratorChlorophyll (hidden ability),168,Medium Fast,60,67,85,77,75,116,420
Petilil,Grass,Bulb Pokémon,0.5,6.6,1. Chlorophyll2. Own TempoLeaf Guard (hidden ability),56,Medium Fast,45,35,50,70,50,30,235
Lilligant,Grass Fighting,Spinning Pokémon,1.2,19.2,Chlorophyll Hustle Leaf Guard,168,Medium Fast,70,105,75,50,75,105,410
Basculin,Water,Mellow Pokémon,1,18,Rattled Adaptability Mold Breaker,161,Medium Fast,70,92,65,80,55,98,390
Sandile,Ground Dark,Desert Croc Pokémon,0.7,15.2,1. Intimidate2. MoxieAnger Point (hidden ability),58,Medium Slow,50,72,35,35,35,65,242
Krokorok,Ground Dark,Desert Croc Pokémon,1,33.4,1. Intimidate2. MoxieAnger Point (hidden ability),123,Medium Slow,60,82,45,45,45,74,291
Krookodile,Ground Dark,Intimidation Pokémon,1.5,96.3,1. Intimidate2. MoxieAnger Point (hidden ability),260,Medium Slow,95,117,80,65,70,92,424
Darumaka,Ice,Zen Charm Pokémon,0.7,40,Hustle Inner Focus,63,Medium Slow,70,90,45,15,45,50,245
Darmanitan,Ice Fire,Zen Charm Pokémon,1.7,120,Gorilla Tactics Zen Mode,168,Medium Slow,105,160,55,30,55,135,435
Maractus,Grass,Cactus Pokémon,1,28,1. Water Absorb2. ChlorophyllStorm Drain (hidden ability),161,Medium Fast,75,86,67,106,67,60,386
Dwebble,Bug Rock,Rock Inn Pokémon,0.3,14.5,1. Sturdy2. Shell ArmorWeak Armor (hidden ability),65,Medium Fast,50,65,85,35,35,55,275
Crustle,Bug Rock,Stone Home Pokémon,1.4,200,1. Sturdy2. Shell ArmorWeak Armor (hidden ability),170,Medium Fast,70,105,125,65,75,45,415
Scraggy,Dark Fighting,Shedding Pokémon,0.6,11.8,1. Shed Skin2. MoxieIntimidate (hidden ability),70,Medium Fast,50,75,70,35,70,48,298
Scrafty,Dark Fighting,Hoodlum Pokémon,1.1,30,1. Shed Skin2. MoxieIntimidate (hidden ability),171,Medium Fast,65,90,115,45,115,58,423
Sigilyph,Psychic Flying,Avianoid Pokémon,1.4,14,1. Wonder Skin2. Magic GuardTinted Lens (hidden ability),172,Medium Fast,72,58,80,103,80,97,418
Yamask,Ground Ghost,Spirit Pokémon,0.5,1.5,Wandering Spirit,61,Medium Fast,38,55,85,30,65,30,265
Cofagrigus,Ghost,Coffin Pokémon,1.7,76.5,1. Mummy,169,Medium Fast,58,50,145,95,105,30,425
Tirtouga,Water Rock,Prototurtle Pokémon,0.7,16.5,1. Solid Rock2. SturdySwift Swim (hidden ability),71,Medium Fast,54,78,103,53,45,22,301
Carracosta,Water Rock,Prototurtle Pokémon,1.2,81,1. Solid Rock2. SturdySwift Swim (hidden ability),173,Medium Fast,74,108,133,83,65,32,421
Archen,Rock Flying,First Bird Pokémon,0.5,9.5,1. Defeatist,71,Medium Fast,55,112,45,74,45,70,346
Archeops,Rock Flying,First Bird Pokémon,1.4,32,1. Defeatist,177,Medium Fast,75,140,65,112,65,110,492
Trubbish,Poison,Trash Bag Pokémon,0.6,31,1. Stench2. Sticky HoldAftermath (hidden ability),66,Medium Fast,50,50,62,40,62,65,279
Garbodor,Poison,Trash Heap Pokémon,1.9,107.3,1. Stench2. Weak ArmorAftermath (hidden ability),166,Medium Fast,80,95,82,60,82,75,394
Zorua,Normal Ghost,Spiteful Fox Pokémon,0.7,12.5,Illusion,66,Medium Slow,35,60,40,85,40,70,295
Zoroark,Normal Ghost,Baneful Fox Pokémon,1.6,73,Illusion,179,Medium Slow,55,100,60,125,60,110,455
Minccino,Normal,Chinchilla Pokémon,0.4,5.8,1. Cute Charm2. TechnicianSkill Link (hidden ability),60,Fast,55,50,40,40,40,75,245
Cinccino,Normal,Scarf Pokémon,0.5,7.5,1. Cute Charm2. TechnicianSkill Link (hidden ability),165,Fast,75,95,60,65,60,115,395
Gothita,Psychic,Fixation Pokémon,0.4,5.8,1. Frisk2. CompetitiveShadow Tag (hidden ability),58,Medium Slow,45,30,50,55,65,45,245
Gothorita,Psychic,Manipulate Pokémon,0.7,18,1. Frisk2. CompetitiveShadow Tag (hidden ability),137,Medium Slow,60,45,70,75,85,55,330
Gothitelle,Psychic,Astral Body Pokémon,1.5,44,1. Frisk2. CompetitiveShadow Tag (hidden ability),245,Medium Slow,70,55,95,95,110,65,420
Solosis,Psychic,Cell Pokémon,0.3,1,1. Overcoat2. Magic GuardRegenerator (hidden ability),58,Medium Slow,45,30,40,105,50,20,245
Duosion,Psychic,Mitosis Pokémon,0.6,8,1. Overcoat2. Magic GuardRegenerator (hidden ability),130,Medium Slow,65,40,50,125,60,30,305
Reuniclus,Psychic,Multiplying Pokémon,1,20.1,1. Overcoat2. Magic GuardRegenerator (hidden ability),221,Medium Slow,110,65,75,125,85,30,380
Ducklett,Water Flying,Water Bird Pokémon,0.5,5.5,1. Keen Eye2. Big PecksHydration (hidden ability),61,Medium Fast,62,44,50,44,50,55,243
Swanna,Water Flying,White Bird Pokémon,1.3,24.2,1. Keen Eye2. Big PecksHydration (hidden ability),166,Medium Fast,75,87,63,87,63,98,398
Vanillite,Ice,Fresh Snow Pokémon,0.4,5.7,1. Ice Body2. Snow CloakWeak Armor (hidden ability),61,Slow,36,50,50,65,60,44,269
Vanillish,Ice,Icy Snow Pokémon,1.1,41,1. Ice Body2. Snow CloakWeak Armor (hidden ability),138,Slow,51,65,65,80,75,59,344
Vanilluxe,Ice,Snowstorm Pokémon,1.3,57.5,1. Ice Body2. Snow WarningWeak Armor (hidden ability),241,Slow,71,95,85,110,95,79,464
Deerling,Normal Grass,Season Pokémon,0.6,19.5,1. Chlorophyll2. Sap SipperSerene Grace (hidden ability),67,Medium Fast,60,60,50,40,50,75,275
Sawsbuck,Normal Grass,Season Pokémon,1.9,92.5,1. Chlorophyll2. Sap SipperSerene Grace (hidden ability),166,Medium Fast,80,100,70,60,70,95,395
Emolga,Electric Flying,Sky Squirrel Pokémon,0.4,5,1. StaticMotor Drive (hidden ability),150,Medium Fast,55,75,60,75,60,103,373
Karrablast,Bug,Clamping Pokémon,0.5,5.9,1. Swarm2. Shed SkinNo Guard (hidden ability),63,Medium Fast,50,75,45,40,45,60,265
Escavalier,Bug Steel,Cavalry Pokémon,1,33,1. Swarm2. Shell ArmorOvercoat (hidden ability),173,Medium Fast,70,135,105,60,105,20,425
Foongus,Grass Poison,Mushroom Pokémon,0.2,1,1. Effect SporeRegenerator (hidden ability),59,Medium Fast,69,55,45,55,55,15,225
Amoonguss,Grass Poison,Mushroom Pokémon,0.6,10.5,1. Effect SporeRegenerator (hidden ability),162,Medium Fast,114,85,70,85,80,30,350
